Incident Type,Region of Incident,Incident Year,Month,Number of Dead,Total Number of Dead and Missing,Number of Males,Region of Origin,Cause of Death,Country of Incident,Migration Route,Location of Incident,Coordinates,Source Quality,Country of Origin Code,labor_force,gdp,literacy,gini,health,political,corruption,migration,electicity,cpi,death,survival_rate,male_to_total_dead_ratio,total_incidents,total_deaths,total_dead_and_missing,year,month,day,dayofweek
Incident,Europe,2023,March,1.0,1,1.0,Southern Asia,Violence,Serbia,Western Balkans,"Around the old Viscose factory in Loznica, Serbia - at the border with Bosnia and Herzegovina","44.5317838, 19.22056448",1,AFG,8920521.0,8920521.0,37.266040802002,34.2,81.319762,-2.5508017539978,-1.18377649784088,-65846.0,97.7,24.0,1498.0,0.0,1.0,1800,3488.0,3698,2023,1,1,6
Incident,Europe,2023,May,1.0,1,1.0,Southern Asia,Violence,"Macedonia, Serbia",Western Balkans,In North Macedonia at the 'green border' with Serbia,"42.33306902, 21.95461367",5,AFG,8920521.0,8920521.0,37.266040802002,34.2,81.319762,-2.5508017539978,-1.18377649784088,-65846.0,97.7,24.0,1498.0,0.0,1.0,1800,3488.0,3698,2023,1,1,6
Incident,Europe,2023,June,1.0,1,1.0,Southern Asia,Vehicle accident / death linked to hazardous transport,Slovenia,Western Balkans,"In a hospital in Postojna, Slovenia - run over at the train tracks on 5 June","45.77782028, 14.22095962",4,AFG,8920521.0,8920521.0,37.266040802002,34.2,81.319762,-2.5508017539978,-1.18377649784088,-65846.0,97.7,24.0,1498.0,0.0,1.0,1800,3488.0,3698,2023,1,1,6
Incident,Europe,2023,August,6.0,7,6.0,Southern Asia,Drowning,France,English Channel to the UK,"The boat capsized in the English Channel, off the northern coast of France near Calais, about 20 km off of Sangatte.","51.057026, 1.617592",5,AFG,8920521.0,8920521.0,37.266040802002,34.2,81.319762,-2.5508017539978,-1.18377649784088,-65846.0,97.7,24.0,1498.0,0.14285714285714285,0.8571428571428571,1800,3488.0,3698,2023,1,1,6
Incident,Western Asia,2023,August,6.0,6,6.0,Southern Asia,Violence,"Gevaş district, Türkiye",Türkiye-Europe land route,"Close to Bulgarian border, Kırklareli, Türkiye","41.97084748, 27.40739782",4,AFG,8920521.0,8920521.0,37.266040802002,34.2,81.319762,-2.5508017539978,-1.18377649784088,-65846.0,97.7,24.0,1498.0,0.0,1.0,1800,3488.0,3698,2023,1,1,6
Incident,Europe,2023,October,2.0,2,6.0,Southern Asia,Vehicle accident / death linked to hazardous transport,Hungary,Western Balkans,"Near Kiskunmajsa, Hungary","46.39328972, 19.73773434",3,AFG,8920521.0,8920521.0,37.266040802002,34.2,81.319762,-2.5508017539978,-1.18377649784088,-65846.0,97.7,24.0,1498.0,0.0,1.0,1800,3488.0,3698,2023,1,1,6
Incident,Europe,2023,October,1.0,1,1.0,Southern Asia,Vehicle accident / death linked to hazardous transport,Bulgaria,Western Balkans,"On 253th km of Trakiya highway, aorund Nova Zagora, Sliven Province, Bulgaria","42.49857251, 25.99751316",4,AFG,8920521.0,8920521.0,37.266040802002,34.2,81.319762,-2.5508017539978,-1.18377649784088,-65846.0,97.7,24.0,1498.0,0.0,1.0,1800,3488.0,3698,2023,1,1,6
Incident,Western Asia,2023,November,1.0,1,1.0,Southern Asia,Violence,Unknown,Türkiye-Europe land route,"Sakiz Street, Kucukcekmece district, Istanbul, Turkiye","41.006155, 28.807532",3,AFG,8920521.0,8920521.0,37.266040802002,34.2,81.319762,-2.5508017539978,-1.18377649784088,-65846.0,97.7,24.0,1498.0,0.0,1.0,1800,3488.0,3698,2023,1,1,6
Incident,Southern Asia,2023,July,5.0,5,3.0,Southern Asia,Violence,"Iran, Afghanistan",Afghanistan to Iran,"About 1 kilometer from Iran's border crossing near Zaranj city, Nimroz province, Afghanistan","30.95595934, 61.82175985",3,AFG,8920521.0,8920521.0,37.266040802002,34.2,81.319762,-2.5508017539978,-1.18377649784088,-65846.0,97.7,24.0,1498.0,0.0,0.6,1800,3488.0,3698,2023,1,1,6
Incident,Southern Asia,2023,October,2.0,2,1.0,Southern Asia,Vehicle accident / death linked to hazardous transport,Pakistan,Afghanistan to Iran,"Overturned on Grand Trunk Road near Hattian, Punjab province, Pakistan","33.84703985, 72.48284745",3,AFG,8920521.0,8920521.0,37.266040802002,34.2,81.319762,-2.5508017539978,-1.18377649784088,-65846.0,97.7,24.0,1498.0,0.0,0.5,1800,3488.0,3698,2023,1,1,6
Incident,Southern Asia,2023,December,2.0,2,1.0,Southern Asia,Violence,Afghanistan,Afghanistan to Iran,"A side road near the border in Shamulzayi district, Zabul province, Afghanistan - at Pakistani border","31.64540986, 67.90382629",3,AFG,8920521.0,8920521.0,37.266040802002,34.2,81.319762,-2.5508017539978,-1.18377649784088,-65846.0,97.7,24.0,1498.0,0.0,0.5,1800,3488.0,3698,2023,1,1,6
Incident,Southern Asia,2023,December,1.0,1,1.0,Southern Asia,Violence,Afghanistan,Afghanistan to Iran,"The the village of Mir-Ahmad, Kang district, Nimruz province, Afghanistan","31.34023307, 61.7559937",1,AFG,8920521.0,8920521.0,37.266040802002,34.2,81.319762,-2.5508017539978,-1.18377649784088,-65846.0,97.7,24.0,1498.0,0.0,1.0,1800,3488.0,3698,2023,1,1,6
Incident,Southern Asia,2023,January,1.0,1,1.0,Southern Asia,Sickness / lack of access to adequate healthcare,Iran,Afghanistan to Iran,"Bushehr district, Bushehr province, Iran","28.7620739, 51.5150077",4,AFG,8920521.0,8920521.0,37.266040802002,34.2,81.319762,-2.5508017539978,-1.18377649784088,-65846.0,97.7,24.0,1498.0,0.0,1.0,1800,3488.0,3698,2023,1,1,6
Incident,Southern Asia,2023,January,1.0,1,1.0,Southern Asia,Vehicle accident / death linked to hazardous transport,Iran,Afghanistan to Iran,"Shiraz district, Fars province, Iran","29.5926119, 52.5835646",4,AFG,8920521.0,8920521.0,37.266040802002,34.2,81.319762,-2.5508017539978,-1.18377649784088,-65846.0,97.7,24.0,1498.0,0.0,1.0,1800,3488.0,3698,2023,1,1,6
Incident,Southern Asia,2023,January,1.0,1,1.0,Southern Asia,Vehicle accident / death linked to hazardous transport,Iran,Afghanistan to Iran,"Shiraz district, Fars province, Iran","29.5926119, 52.5835646",4,AFG,8920521.0,8920521.0,37.266040802002,34.2,81.319762,-2.5508017539978,-1.18377649784088,-65846.0,97.7,24.0,1498.0,0.0,1.0,1800,3488.0,3698,2023,1,1,6
Incident,Southern Asia,2023,January,1.0,1,1.0,Southern Asia,Violence,Iran,Afghanistan to Iran,"Jiroft district, Kerman province, Iran","28.9385299, 57.4627259",4,AFG,8920521.0,8920521.0,37.266040802002,34.2,81.319762,-2.5508017539978,-1.18377649784088,-65846.0,97.7,24.0,1498.0,0.0,1.0,1800,3488.0,3698,2023,1,1,6
Incident,Southern Asia,2023,January,1.0,1,1.0,Southern Asia,Vehicle accident / death linked to hazardous transport,Iran,Afghanistan to Iran,"Zahidan district, Sistan wa Balochestan province, Iran","29.451926, 60.8841983",4,AFG,8920521.0,8920521.0,37.266040802002,34.2,81.319762,-2.5508017539978,-1.18377649784088,-65846.0,97.7,24.0,1498.0,0.0,1.0,1800,3488.0,3698,2023,1,1,6
Incident,Southern Asia,2023,January,1.0,1,1.0,Southern Asia,Vehicle accident / death linked to hazardous transport,Iran,Afghanistan to Iran,"Shiraz district, Fars province, Iran","29.5926119, 52.5835646",4,AFG,8920521.0,8920521.0,37.266040802002,34.2,81.319762,-2.5508017539978,-1.18377649784088,-65846.0,97.7,24.0,1498.0,0.0,1.0,1800,3488.0,3698,2023,1,1,6
Incident,Southern Asia,2023,January,1.0,1,1.0,Southern Asia,Vehicle accident / death linked to hazardous transport,Iran,Afghanistan to Iran,"Bushehr district, Bushehr province, Iran","28.7620739, 51.5150077",4,AFG,8920521.0,8920521.0,37.266040802002,34.2,81.319762,-2.5508017539978,-1.18377649784088,-65846.0,97.7,24.0,1498.0,0.0,1.0,1800,3488.0,3698,2023,1,1,6
Incident,Southern Asia,2023,January,1.0,1,1.0,Southern Asia,Vehicle accident / death linked to hazardous transport,Iran,Afghanistan to Iran,"Kerman district, Kerman province, Iran","30.5757091, 58.0071922",4,AFG,8920521.0,8920521.0,37.266040802002,34.2,81.319762,-2.5508017539978,-1.18377649784088,-65846.0,97.7,24.0,1498.0,0.0,1.0,1800,3488.0,3698,2023,1,1,6
Incident,Southern Asia,2023,January,1.0,1,1.0,Southern Asia,Vehicle accident / death linked to hazardous transport,Iran,Afghanistan to Iran,"Sarawan district, Sistan wa Balochestan province, Iran","27.3688908, 62.3385305",4,AFG,8920521.0,8920521.0,37.266040802002,34.2,81.319762,-2.5508017539978,-1.18377649784088,-65846.0,97.7,24.0,1498.0,0.0,1.0,1800,3488.0,3698,2023,1,1,6
Incident,Southern Asia,2023,January,1.0,1,1.0,Southern Asia,Sickness / lack of access to adequate healthcare,Iran,Afghanistan to Iran,"Zahidan district, Sistan wa Balochestan province, Iran","29.451926, 60.8841983",4,AFG,8920521.0,8920521.0,37.266040802002,34.2,81.319762,-2.5508017539978,-1.18377649784088,-65846.0,97.7,24.0,1498.0,0.0,1.0,1800,3488.0,3698,2023,1,1,6
Incident,Southern Asia,2023,January,1.0,1,1.0,Southern Asia,Vehicle accident / death linked to hazardous transport,Iran,Afghanistan to Iran,"Tehran district, Tehran province, Iran","35.6891975, 51.3889736",4,AFG,8920521.0,8920521.0,37.266040802002,34.2,81.319762,-2.5508017539978,-1.18377649784088,-65846.0,97.7,24.0,1498.0,0.0,1.0,1800,3488.0,3698,2023,1,1,6
Incident,Southern Asia,2023,January,1.0,1,1.0,Southern Asia,Vehicle accident / death linked to hazardous transport,Iran,Afghanistan to Iran,"Tehran district, Tehran province, Iran","35.6891975, 51.3889736",4,AFG,8920521.0,8920521.0,37.266040802002,34.2,81.319762,-2.5508017539978,-1.18377649784088,-65846.0,97.7,24.0,1498.0,0.0,1.0,1800,3488.0,3698,2023,1,1,6
Incident,Southern Asia,2023,January,1.0,1,0.0,Southern Asia,Sickness / lack of access to adequate healthcare,Iran,Afghanistan to Iran,"Shiraz district, Fars province, Iran","29.5926119, 52.5835646",4,AFG,8920521.0,8920521.0,37.266040802002,34.2,81.319762,-2.5508017539978,-1.18377649784088,-65846.0,97.7,24.0,1498.0,0.0,0.0,1800,3488.0,3698,2023,1,1,6
Incident,Southern Asia,2023,January,1.0,1,1.0,Southern Asia,Sickness / lack of access to adequate healthcare,Iran,Afghanistan to Iran,"Tehran district, Tehran province, Iran","35.6891975, 51.3889736",4,AFG,8920521.0,8920521.0,37.266040802002,34.2,81.319762,-2.5508017539978,-1.18377649784088,-65846.0,97.7,24.0,1498.0,0.0,1.0,1800,3488.0,3698,2023,1,1,6
Incident,Southern Asia,2023,January,1.0,1,1.0,Southern Asia,Sickness / lack of access to adequate healthcare,Iran,Afghanistan to Iran,"Loristan district, Lohristan province, Iran","33.5818394, 48.3988186",4,AFG,8920521.0,8920521.0,37.266040802002,34.2,81.319762,-2.5508017539978,-1.18377649784088,-65846.0,97.7,24.0,1498.0,0.0,1.0,1800,3488.0,3698,2023,1,1,6
Incident,Southern Asia,2023,January,1.0,1,1.0,Southern Asia,Vehicle accident / death linked to hazardous transport,Iran,Afghanistan to Iran,"Kerman district, Kerman province, Iran","30.5757091, 58.0071922",4,AFG,8920521.0,8920521.0,37.266040802002,34.2,81.319762,-2.5508017539978,-1.18377649784088,-65846.0,97.7,24.0,1498.0,0.0,1.0,1800,3488.0,3698,2023,1,1,6
Incident,Southern Asia,2023,January,1.0,1,1.0,Southern Asia,Sickness / lack of access to adequate healthcare,Iran,Afghanistan to Iran,"Kerman district, Kerman province, Iran","30.5757091, 58.0071922",4,AFG,8920521.0,8920521.0,37.266040802002,34.2,81.319762,-2.5508017539978,-1.18377649784088,-65846.0,97.7,24.0,1498.0,0.0,1.0,1800,3488.0,3698,2023,1,1,6
Incident,Southern Asia,2023,January,1.0,1,1.0,Southern Asia,Mixed or unknown,Iran,Afghanistan to Iran,"Isfahan district, Isfahan province, Iran","33.3249654, 53.3906074",4,AFG,8920521.0,8920521.0,37.266040802002,34.2,81.319762,-2.5508017539978,-1.18377649784088,-65846.0,97.7,24.0,1498.0,0.0,1.0,1800,3488.0,3698,2023,1,1,6
Incident,Southern Asia,2023,January,1.0,1,1.0,Southern Asia,Sickness / lack of access to adequate healthcare,Iran,Afghanistan to Iran,"Isfahan district, Isfahan province, Iran","33.3249654, 53.3906074",4,AFG,8920521.0,8920521.0,37.266040802002,34.2,81.319762,-2.5508017539978,-1.18377649784088,-65846.0,97.7,24.0,1498.0,0.0,1.0,1800,3488.0,3698,2023,1,1,6
Incident,Southern Asia,2023,January,1.0,1,1.0,Southern Asia,Vehicle accident / death linked to hazardous transport,Iran,Afghanistan to Iran,"Isfahan district, Isfahan province, Iran","33.3249654, 53.3906074",4,AFG,8920521.0,8920521.0,37.266040802002,34.2,81.319762,-2.5508017539978,-1.18377649784088,-65846.0,97.7,24.0,1498.0,0.0,1.0,1800,3488.0,3698,2023,1,1,6
Incident,Southern Asia,2023,January,1.0,1,1.0,Southern Asia,Sickness / lack of access to adequate healthcare,Iran,Afghanistan to Iran,"Tehran district, Tehran province, Iran","35.6891975, 51.3889736",4,AFG,8920521.0,8920521.0,37.266040802002,34.2,81.319762,-2.5508017539978,-1.18377649784088,-65846.0,97.7,24.0,1498.0,0.0,1.0,1800,3488.0,3698,2023,1,1,6
Incident,Southern Asia,2023,January,1.0,1,1.0,Southern Asia,Sickness / lack of access to adequate healthcare,Iran,Afghanistan to Iran,"Shiraz district, Shiraz province, Iran","29.5926119, 52.5835646",4,AFG,8920521.0,8920521.0,37.266040802002,34.2,81.319762,-2.5508017539978,-1.18377649784088,-65846.0,97.7,24.0,1498.0,0.0,1.0,1800,3488.0,3698,2023,1,1,6
Incident,Southern Asia,2023,January,1.0,1,1.0,Southern Asia,Vehicle accident / death linked to hazardous transport,Iran,Afghanistan to Iran,"Shiraz district, Fars province, Iran","29.5926119, 52.5835646",4,AFG,8920521.0,8920521.0,37.266040802002,34.2,81.319762,-2.5508017539978,-1.18377649784088,-65846.0,97.7,24.0,1498.0,0.0,1.0,1800,3488.0,3698,2023,1,1,6
Incident,Southern Asia,2023,January,1.0,1,1.0,Southern Asia,Vehicle accident / death linked to hazardous transport,Iran,Afghanistan to Iran,"Shiraz district, Fars province, Iran","29.5926119, 52.5835646",4,AFG,8920521.0,8920521.0,37.266040802002,34.2,81.319762,-2.5508017539978,-1.18377649784088,-65846.0,97.7,24.0,1498.0,0.0,1.0,1800,3488.0,3698,2023,1,1,6
Incident,Southern Asia,2023,January,1.0,1,1.0,Southern Asia,Vehicle accident / death linked to hazardous transport,Iran,Afghanistan to Iran,"Shiraz district, Fars province, Iran","29.5926119, 52.5835646",4,AFG,8920521.0,8920521.0,37.266040802002,34.2,81.319762,-2.5508017539978,-1.18377649784088,-65846.0,97.7,24.0,1498.0,0.0,1.0,1800,3488.0,3698,2023,1,1,6
Incident,Southern Asia,2023,January,1.0,1,1.0,Southern Asia,Vehicle accident / death linked to hazardous transport,Iran,Afghanistan to Iran,"Shiraz district, Fars province, Iran","29.5926119, 52.5835646",4,AFG,8920521.0,8920521.0,37.266040802002,34.2,81.319762,-2.5508017539978,-1.18377649784088,-65846.0,97.7,24.0,1498.0,0.0,1.0,1800,3488.0,3698,2023,1,1,6
Incident,Southern Asia,2023,January,1.0,1,1.0,Southern Asia,Sickness / lack of access to adequate healthcare,Iran,Afghanistan to Iran,"Shiraz district, Fars province, Iran","29.5926119, 52.5835646",4,AFG,8920521.0,8920521.0,37.266040802002,34.2,81.319762,-2.5508017539978,-1.18377649784088,-65846.0,97.7,24.0,1498.0,0.0,1.0,1800,3488.0,3698,2023,1,1,6
Incident,Southern Asia,2023,January,1.0,1,1.0,Southern Asia,Vehicle accident / death linked to hazardous transport,Iran,Afghanistan to Iran,"Shiraz district, Fars province, Iran","29.5926119, 52.5835646",4,AFG,8920521.0,8920521.0,37.266040802002,34.2,81.319762,-2.5508017539978,-1.18377649784088,-65846.0,97.7,24.0,1498.0,0.0,1.0,1800,3488.0,3698,2023,1,1,6
Incident,Southern Asia,2023,January,1.0,1,1.0,Southern Asia,Sickness / lack of access to adequate healthcare,Iran,Afghanistan to Iran,"Tehran district, Tehran province, Iran","35.6891975, 51.3889736",4,AFG,8920521.0,8920521.0,37.266040802002,34.2,81.319762,-2.5508017539978,-1.18377649784088,-65846.0,97.7,24.0,1498.0,0.0,1.0,1800,3488.0,3698,2023,1,1,6
Incident,Southern Asia,2023,January,1.0,1,1.0,Southern Asia,Mixed or unknown,Iran,Afghanistan to Iran,"Jiroft district, Kerman province, Iran","28.9385299, 57.4627259",4,AFG,8920521.0,8920521.0,37.266040802002,34.2,81.319762,-2.5508017539978,-1.18377649784088,-65846.0,97.7,24.0,1498.0,0.0,1.0,1800,3488.0,3698,2023,1,1,6
Incident,Southern Asia,2023,January,1.0,1,1.0,Southern Asia,Sickness / lack of access to adequate healthcare,Iran,Afghanistan to Iran,"Tehran district, Tehran province, Iran","35.6891975, 51.3889736",4,AFG,8920521.0,8920521.0,37.266040802002,34.2,81.319762,-2.5508017539978,-1.18377649784088,-65846.0,97.7,24.0,1498.0,0.0,1.0,1800,3488.0,3698,2023,1,1,6
Incident,Southern Asia,2023,January,1.0,1,1.0,Southern Asia,Sickness / lack of access to adequate healthcare,Iran,Afghanistan to Iran,"Rafsanjan district, Kerman province, Iran","30.5586331, 55.9358581",4,AFG,8920521.0,8920521.0,37.266040802002,34.2,81.319762,-2.5508017539978,-1.18377649784088,-65846.0,97.7,24.0,1498.0,0.0,1.0,1800,3488.0,3698,2023,1,1,6
Incident,Southern Asia,2023,January,1.0,1,1.0,Southern Asia,Mixed or unknown,Iran,Afghanistan to Iran,"Goeen district, Fars province, Iran","29.1043813, 53.045893",4,AFG,8920521.0,8920521.0,37.266040802002,34.2,81.319762,-2.5508017539978,-1.18377649784088,-65846.0,97.7,24.0,1498.0,0.0,1.0,1800,3488.0,3698,2023,1,1,6
Incident,Southern Asia,2023,January,1.0,1,0.0,Southern Asia,"Harsh environmental conditions / lack of adequate shelter, food, water",Iran,Afghanistan to Iran,"Sarawan district, Sistan wa Balochestan province, Iran","27.3688908, 62.3385305",4,AFG,8920521.0,8920521.0,37.266040802002,34.2,81.319762,-2.5508017539978,-1.18377649784088,-65846.0,97.7,24.0,1498.0,0.0,0.0,1800,3488.0,3698,2023,1,1,6
Incident,Southern Asia,2023,January,1.0,1,1.0,Southern Asia,Accidental death,Iran,Afghanistan to Iran,"Kanar Dasht district, Mazandaran province, Iran","36.3993691, 52.1912307",4,AFG,8920521.0,8920521.0,37.266040802002,34.2,81.319762,-2.5508017539978,-1.18377649784088,-65846.0,97.7,24.0,1498.0,0.0,1.0,1800,3488.0,3698,2023,1,1,6
Incident,Southern Asia,2023,January,1.0,1,1.0,Southern Asia,Sickness / lack of access to adequate healthcare,Iran,Afghanistan to Iran,"Karaj district, Alborz  province, Iran","35.8438581, 50.9714995",4,AFG,8920521.0,8920521.0,37.266040802002,34.2,81.319762,-2.5508017539978,-1.18377649784088,-65846.0,97.7,24.0,1498.0,0.0,1.0,1800,3488.0,3698,2023,1,1,6
Incident,Southern Asia,2023,January,1.0,1,1.0,Southern Asia,Sickness / lack of access to adequate healthcare,Iran,Afghanistan to Iran,"Tehran district, Tehran province, Iran","35.6891975, 51.3889736",4,AFG,8920521.0,8920521.0,37.266040802002,34.2,81.319762,-2.5508017539978,-1.18377649784088,-65846.0,97.7,24.0,1498.0,0.0,1.0,1800,3488.0,3698,2023,1,1,6
Incident,Southern Asia,2023,January,1.0,1,1.0,Southern Asia,Vehicle accident / death linked to hazardous transport,Iran,Afghanistan to Iran,"Kerman district, Kerman province, Iran","30.5757091, 58.0071922",4,AFG,8920521.0,8920521.0,37.266040802002,34.2,81.319762,-2.5508017539978,-1.18377649784088,-65846.0,97.7,24.0,1498.0,0.0,1.0,1800,3488.0,3698,2023,1,1,6
Incident,Southern Asia,2023,January,1.0,1,1.0,Southern Asia,Vehicle accident / death linked to hazardous transport,Iran,Afghanistan to Iran,"Kerman district, Kerman province, Iran","30.5757091, 58.0071922",4,AFG,8920521.0,8920521.0,37.266040802002,34.2,81.319762,-2.5508017539978,-1.18377649784088,-65846.0,97.7,24.0,1498.0,0.0,1.0,1800,3488.0,3698,2023,1,1,6
Incident,Southern Asia,2023,January,1.0,1,1.0,Southern Asia,Accidental death,Iran,Afghanistan to Iran,"Amol district, Mazandaran province, Iran","36.0576888, 52.2762322",4,AFG,8920521.0,8920521.0,37.266040802002,34.2,81.319762,-2.5508017539978,-1.18377649784088,-65846.0,97.7,24.0,1498.0,0.0,1.0,1800,3488.0,3698,2023,1,1,6
Incident,Southern Asia,2023,January,1.0,1,1.0,Southern Asia,Sickness / lack of access to adequate healthcare,Iran,Afghanistan to Iran,"Kazaron district, Fars  province, Iran","29.1043813, 53.045893",4,AFG,8920521.0,8920521.0,37.266040802002,34.2,81.319762,-2.5508017539978,-1.18377649784088,-65846.0,97.7,24.0,1498.0,0.0,1.0,1800,3488.0,3698,2023,1,1,6
Incident,Southern Asia,2023,January,1.0,1,0.0,Southern Asia,Sickness / lack of access to adequate healthcare,Iran,Afghanistan to Iran,"Mashad district, Razawi Khorasan province, Iran","36.4190601, 59.5642369",4,AFG,8920521.0,8920521.0,37.266040802002,34.2,81.319762,-2.5508017539978,-1.18377649784088,-65846.0,97.7,24.0,1498.0,0.0,0.0,1800,3488.0,3698,2023,1,1,6
Incident,Southern Asia,2023,January,1.0,1,1.0,Southern Asia,Vehicle accident / death linked to hazardous transport,Iran,Afghanistan to Iran,"Shiraz district, Fars province, Iran","29.5926119, 52.5835646",4,AFG,8920521.0,8920521.0,37.266040802002,34.2,81.319762,-2.5508017539978,-1.18377649784088,-65846.0,97.7,24.0,1498.0,0.0,1.0,1800,3488.0,3698,2023,1,1,6
Incident,Southern Asia,2023,January,1.0,1,1.0,Southern Asia,Vehicle accident / death linked to hazardous transport,Iran,Afghanistan to Iran,"Kerman district, Kerman province, Iran","30.5757091, 58.0071922",4,AFG,8920521.0,8920521.0,37.266040802002,34.2,81.319762,-2.5508017539978,-1.18377649784088,-65846.0,97.7,24.0,1498.0,0.0,1.0,1800,3488.0,3698,2023,1,1,6
Incident,Southern Asia,2023,January,1.0,1,1.0,Southern Asia,Sickness / lack of access to adequate healthcare,Iran,Afghanistan to Iran,"Shiraz district, Fars province, Iran","29.5926119, 52.5835646",4,AFG,8920521.0,8920521.0,37.266040802002,34.2,81.319762,-2.5508017539978,-1.18377649784088,-65846.0,97.7,24.0,1498.0,0.0,1.0,1800,3488.0,3698,2023,1,1,6
Incident,Southern Asia,2023,January,1.0,1,1.0,Southern Asia,Mixed or unknown,Iran,Afghanistan to Iran,"Qazwin district, Qazwin province, Iran","36.2795045, 50.0045669",4,AFG,8920521.0,8920521.0,37.266040802002,34.2,81.319762,-2.5508017539978,-1.18377649784088,-65846.0,97.7,24.0,1498.0,0.0,1.0,1800,3488.0,3698,2023,1,1,6
Incident,Southern Asia,2023,January,1.0,1,1.0,Southern Asia,Mixed or unknown,Iran,Afghanistan to Iran,"Qazwin district, Qazwin province, Iran","36.2795045, 50.0045669",4,AFG,8920521.0,8920521.0,37.266040802002,34.2,81.319762,-2.5508017539978,-1.18377649784088,-65846.0,97.7,24.0,1498.0,0.0,1.0,1800,3488.0,3698,2023,1,1,6
Incident,Southern Asia,2023,January,1.0,1,1.0,Southern Asia,Mixed or unknown,Iran,Afghanistan to Iran,"Qazwin district, Qazwin province, Iran","36.2795045, 50.0045669",4,AFG,8920521.0,8920521.0,37.266040802002,34.2,81.319762,-2.5508017539978,-1.18377649784088,-65846.0,97.7,24.0,1498.0,0.0,1.0,1800,3488.0,3698,2023,1,1,6
Incident,Southern Asia,2023,January,1.0,1,1.0,Southern Asia,Sickness / lack of access to adequate healthcare,Iran,Afghanistan to Iran,"Sirjan district, Kerman province, Iran","29.4218443, 55.6689636",4,AFG,8920521.0,8920521.0,37.266040802002,34.2,81.319762,-2.5508017539978,-1.18377649784088,-65846.0,97.7,24.0,1498.0,0.0,1.0,1800,3488.0,3698,2023,1,1,6
Incident,Southern Asia,2023,January,1.0,1,1.0,Southern Asia,Sickness / lack of access to adequate healthcare,Iran,Afghanistan to Iran,"Tehran district, Tehran province, Iran","35.6891975, 51.3889736",4,AFG,8920521.0,8920521.0,37.266040802002,34.2,81.319762,-2.5508017539978,-1.18377649784088,-65846.0,97.7,24.0,1498.0,0.0,1.0,1800,3488.0,3698,2023,1,1,6
Incident,Southern Asia,2023,January,1.0,1,1.0,Southern Asia,Accidental death,Iran,Afghanistan to Iran,"Khoy district, Uromia province, Iran","38.5332322, 44.6783475",4,AFG,8920521.0,8920521.0,37.266040802002,34.2,81.319762,-2.5508017539978,-1.18377649784088,-65846.0,97.7,24.0,1498.0,0.0,1.0,1800,3488.0,3698,2023,1,1,6
Incident,Southern Asia,2023,January,1.0,1,1.0,Southern Asia,Sickness / lack of access to adequate healthcare,Iran,Afghanistan to Iran,"Tehran district, Tehran province, Iran","35.6891975, 51.3889736",4,AFG,8920521.0,8920521.0,37.266040802002,34.2,81.319762,-2.5508017539978,-1.18377649784088,-65846.0,97.7,24.0,1498.0,0.0,1.0,1800,3488.0,3698,2023,1,1,6
Incident,Southern Asia,2023,January,1.0,1,1.0,Southern Asia,Sickness / lack of access to adequate healthcare,Iran,Afghanistan to Iran,"Tehran district, Tehran province, Iran","35.6891975, 51.3889736",4,AFG,8920521.0,8920521.0,37.266040802002,34.2,81.319762,-2.5508017539978,-1.18377649784088,-65846.0,97.7,24.0,1498.0,0.0,1.0,1800,3488.0,3698,2023,1,1,6
Incident,Southern Asia,2023,January,1.0,1,1.0,Southern Asia,Sickness / lack of access to adequate healthcare,Iran,Afghanistan to Iran,"Bandar Abbas district, Hormozgan province, Iran","27.1962543, 56.2883647",4,AFG,8920521.0,8920521.0,37.266040802002,34.2,81.319762,-2.5508017539978,-1.18377649784088,-65846.0,97.7,24.0,1498.0,0.0,1.0,1800,3488.0,3698,2023,1,1,6
Incident,Southern Asia,2023,January,1.0,1,1.0,Southern Asia,Vehicle accident / death linked to hazardous transport,Iran,Afghanistan to Iran,"Yazd district, Yazd province, Iran","32.1006387, 54.4342138",4,AFG,8920521.0,8920521.0,37.266040802002,34.2,81.319762,-2.5508017539978,-1.18377649784088,-65846.0,97.7,24.0,1498.0,0.0,1.0,1800,3488.0,3698,2023,1,1,6
Incident,Southern Asia,2023,January,1.0,1,1.0,Southern Asia,Sickness / lack of access to adequate healthcare,Iran,Afghanistan to Iran,"Shiraz district, Fars province, Iran","29.5926119, 52.5835646",4,AFG,8920521.0,8920521.0,37.266040802002,34.2,81.319762,-2.5508017539978,-1.18377649784088,-65846.0,97.7,24.0,1498.0,0.0,1.0,1800,3488.0,3698,2023,1,1,6
Incident,Southern Asia,2023,January,1.0,1,1.0,Southern Asia,Vehicle accident / death linked to hazardous transport,Iran,Afghanistan to Iran,"Baft district, Kerman province, Iran","28.9709768, 56.382423",4,AFG,8920521.0,8920521.0,37.266040802002,34.2,81.319762,-2.5508017539978,-1.18377649784088,-65846.0,97.7,24.0,1498.0,0.0,1.0,1800,3488.0,3698,2023,1,1,6
Incident,Southern Asia,2023,January,1.0,1,0.0,Southern Asia,Sickness / lack of access to adequate healthcare,Iran,Afghanistan to Iran,"Isfahan district, Isfahan province, Iran","33.3249654, 53.3906074",4,AFG,8920521.0,8920521.0,37.266040802002,34.2,81.319762,-2.5508017539978,-1.18377649784088,-65846.0,97.7,24.0,1498.0,0.0,0.0,1800,3488.0,3698,2023,1,1,6
